turn,n_count,episode_id,decay_score,topic_label,n_total_in_store
17,10,71d62377-bd1d-4f5a-bb39-d26e8e8f4cb9,1.0,698a1bab-f1a6-4b1a-98e4-599172324488,16
18,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993416375934744,ce38e723-859f-41d4-a5a4-2d157af73574,17
18,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993416373713985,ce38e723-859f-41d4-a5a4-2d157af73574,17
18,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.999341637343639,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,17
18,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993416373158794,1a9bdae5-9396-4cf9-a969-61d73ee8616f,17
18,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993416373158794,c37f333d-63e0-417f-b8d5-d251477f7eea,17
18,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.99934163728812,a7985c10-d97f-45bb-b3da-11433108ba43,17
18,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993416372603605,ce38e723-859f-41d4-a5a4-2d157af73574,17
18,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993416372603605,ce38e723-859f-41d4-a5a4-2d157af73574,17
18,10,54ea1a4d-9bd7-4d3e-a5b7-2f3901420d48,1.0,353f67e4-6ffa-4386-854f-de3da3af850a,17
19,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993393896602674,ce38e723-859f-41d4-a5a4-2d157af73574,18
19,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993393894381919,ce38e723-859f-41d4-a5a4-2d157af73574,18
19,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993393894104325,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,18
19,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993393893826731,1a9bdae5-9396-4cf9-a969-61d73ee8616f,18
19,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993393893826731,c37f333d-63e0-417f-b8d5-d251477f7eea,18
19,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993393893549136,a7985c10-d97f-45bb-b3da-11433108ba43,18
19,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993393893271542,ce38e723-859f-41d4-a5a4-2d157af73574,18
19,10,3df4519a-8c63-4927-9e72-0c0471e5b46c,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,18
20,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.999340162760622,ce38e723-859f-41d4-a5a4-2d157af73574,19
20,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.999340162510787,ce38e723-859f-41d4-a5a4-2d157af73574,19
20,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993401624830275,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,19
20,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.999340162455268,1a9bdae5-9396-4cf9-a969-61d73ee8616f,19
20,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993401624275086,c37f333d-63e0-417f-b8d5-d251477f7eea,19
20,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993401624275086,a7985c10-d97f-45bb-b3da-11433108ba43,19
20,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993401623997492,ce38e723-859f-41d4-a5a4-2d157af73574,19
20,10,11c5466f-0d6d-42b8-b719-c973755bf47f,1.0,fd1497db-8281-4f41-8cfb-9b3f7f2f8726,19
21,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993141283453457,ce38e723-859f-41d4-a5a4-2d157af73574,20
21,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993141281232759,ce38e723-859f-41d4-a5a4-2d157af73574,20
21,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993141280955171,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,20
21,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993141280399997,1a9bdae5-9396-4cf9-a969-61d73ee8616f,20
21,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993141280399997,c37f333d-63e0-417f-b8d5-d251477f7eea,20
21,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.999314128012241,a7985c10-d97f-45bb-b3da-11433108ba43,20
21,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993141279844823,ce38e723-859f-41d4-a5a4-2d157af73574,20
21,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993141279844823,ce38e723-859f-41d4-a5a4-2d157af73574,20
21,10,cef8f6e5-214f-41af-8713-9cac756c949d,1.0,1a9bdae5-9396-4cf9-a969-61d73ee8616f,20
22,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993405461464452,ce38e723-859f-41d4-a5a4-2d157af73574,21
22,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993405459243695,ce38e723-859f-41d4-a5a4-2d157af73574,21
22,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.99934054589661,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,21
22,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993405458688506,1a9bdae5-9396-4cf9-a969-61d73ee8616f,21
22,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993405458688506,c37f333d-63e0-417f-b8d5-d251477f7eea,21
22,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993405458410911,a7985c10-d97f-45bb-b3da-11433108ba43,21
22,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993405458133316,ce38e723-859f-41d4-a5a4-2d157af73574,21
22,10,1f8033a2-e675-47e0-b1e8-e16e2e926072,1.0,353f67e4-6ffa-4386-854f-de3da3af850a,21
23,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993135976819257,ce38e723-859f-41d4-a5a4-2d157af73574,22
23,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.999313597459856,ce38e723-859f-41d4-a5a4-2d157af73574,22
23,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993135974320974,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,22
23,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993135974043386,1a9bdae5-9396-4cf9-a969-61d73ee8616f,22
23,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993135974043386,c37f333d-63e0-417f-b8d5-d251477f7eea,22
23,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993135973765799,a7985c10-d97f-45bb-b3da-11433108ba43,22
23,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993135973488212,ce38e723-859f-41d4-a5a4-2d157af73574,22
23,10,5b05a4a4-0ae7-4066-a797-6e9b50dcfeb9,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,22
24,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993413516985284,ce38e723-859f-41d4-a5a4-2d157af73574,23
24,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993413514486931,ce38e723-859f-41d4-a5a4-2d157af73574,23
24,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993413514209336,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,23
24,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993413514209336,353f67e4-6ffa-4386-854f-de3da3af850a,23
24,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993413513931741,1a9bdae5-9396-4cf9-a969-61d73ee8616f,23
24,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993413513654147,c37f333d-63e0-417f-b8d5-d251477f7eea,23
24,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993413513654147,a7985c10-d97f-45bb-b3da-11433108ba43,23
24,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993413513376552,ce38e723-859f-41d4-a5a4-2d157af73574,23
24,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993413513376552,ce38e723-859f-41d4-a5a4-2d157af73574,23
24,10,d3435a28-dbf8-4c6b-8cd4-cb6d5c2c3815,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,23
25,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993425345029966,ce38e723-859f-41d4-a5a4-2d157af73574,24
25,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993425342809205,ce38e723-859f-41d4-a5a4-2d157af73574,24
25,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.999342534253161,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,24
25,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993425342254014,1a9bdae5-9396-4cf9-a969-61d73ee8616f,24
25,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993425342254014,c37f333d-63e0-417f-b8d5-d251477f7eea,24
25,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.999342534197642,a7985c10-d97f-45bb-b3da-11433108ba43,24
25,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993425341698824,ce38e723-859f-41d4-a5a4-2d157af73574,24
25,10,6c6e4b19-d3ec-4632-baec-ed7da337dcf8,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,24
26,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.99934028717848,ce38e723-859f-41d4-a5a4-2d157af73574,25
26,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993402869008855,ce38e723-859f-41d4-a5a4-2d157af73574,25
26,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.999340286873126,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,25
26,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.999340286873126,353f67e4-6ffa-4386-854f-de3da3af850a,25
26,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993402868453666,1a9bdae5-9396-4cf9-a969-61d73ee8616f,25
26,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993402868453666,c37f333d-63e0-417f-b8d5-d251477f7eea,25
26,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993402868176071,a7985c10-d97f-45bb-b3da-11433108ba43,25
26,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993402867898477,ce38e723-859f-41d4-a5a4-2d157af73574,25
26,10,fefcbef8-c0f2-4fb3-899a-635fb74bdf41,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,25
27,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993411184356285,ce38e723-859f-41d4-a5a4-2d157af73574,26
27,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993411181857932,ce38e723-859f-41d4-a5a4-2d157af73574,26
27,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993411181580337,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,26
27,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993411181580337,353f67e4-6ffa-4386-854f-de3da3af850a,26
27,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993411181302743,1a9bdae5-9396-4cf9-a969-61d73ee8616f,26
27,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993411181025148,c37f333d-63e0-417f-b8d5-d251477f7eea,26
27,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993411181025148,a7985c10-d97f-45bb-b3da-11433108ba43,26
27,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993411180747553,ce38e723-859f-41d4-a5a4-2d157af73574,26
27,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993411180747553,ce38e723-859f-41d4-a5a4-2d157af73574,26
27,10,95afeb31-cd3b-48da-9bf2-24aaf5d1aae8,1.0,525a7e45-bdaa-4c7d-a4cc-00af75071e41,26
28,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993404142890208,ce38e723-859f-41d4-a5a4-2d157af73574,27
28,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993404140391856,ce38e723-859f-41d4-a5a4-2d157af73574,27
28,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993404140114261,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,27
28,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993404140114261,353f67e4-6ffa-4386-854f-de3da3af850a,27
28,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993404139836667,1a9bdae5-9396-4cf9-a969-61d73ee8616f,27
28,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993404139836667,c37f333d-63e0-417f-b8d5-d251477f7eea,27
28,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993404139559072,a7985c10-d97f-45bb-b3da-11433108ba43,27
28,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993404139281478,ce38e723-859f-41d4-a5a4-2d157af73574,27
28,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993404139281478,ce38e723-859f-41d4-a5a4-2d157af73574,27
28,10,b5a271c6-e51a-41dd-a38d-261b7f86face,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,27
29,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993403046946946,ce38e723-859f-41d4-a5a4-2d157af73574,28
29,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.999340304472619,ce38e723-859f-41d4-a5a4-2d157af73574,28
29,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993403044448596,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,28
29,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993403043893406,1a9bdae5-9396-4cf9-a969-61d73ee8616f,28
29,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993403043893406,c37f333d-63e0-417f-b8d5-d251477f7eea,28
29,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993403043615812,a7985c10-d97f-45bb-b3da-11433108ba43,28
29,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993403043615812,ce38e723-859f-41d4-a5a4-2d157af73574,28
29,10,d0988ffb-c12d-41a1-b2b0-83e8bfbb90c3,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,28
30,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993424288502887,ce38e723-859f-41d4-a5a4-2d157af73574,29
30,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993424286282125,ce38e723-859f-41d4-a5a4-2d157af73574,29
30,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993424286282125,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,29
30,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993424286004531,353f67e4-6ffa-4386-854f-de3da3af850a,29
30,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993424286004531,1a9bdae5-9396-4cf9-a969-61d73ee8616f,29
30,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993424285726935,c37f333d-63e0-417f-b8d5-d251477f7eea,29
30,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.999342428544934,a7985c10-d97f-45bb-b3da-11433108ba43,29
30,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.999342428544934,ce38e723-859f-41d4-a5a4-2d157af73574,29
30,10,19aa102e-d423-4630-8855-38eb994037d2,1.0,353f67e4-6ffa-4386-854f-de3da3af850a,29
31,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993416551929911,ce38e723-859f-41d4-a5a4-2d157af73574,30
31,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993416549709152,ce38e723-859f-41d4-a5a4-2d157af73574,30
31,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993416549431557,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,30
31,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993416549153963,353f67e4-6ffa-4386-854f-de3da3af850a,30
31,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993416549153963,1a9bdae5-9396-4cf9-a969-61d73ee8616f,30
31,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993416548876367,c37f333d-63e0-417f-b8d5-d251477f7eea,30
31,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993416548598772,a7985c10-d97f-45bb-b3da-11433108ba43,30
31,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993416548598772,ce38e723-859f-41d4-a5a4-2d157af73574,30
31,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993416548321178,ce38e723-859f-41d4-a5a4-2d157af73574,30
31,10,f869ce2d-bd4c-4ee4-a815-529ba5b0c213,1.0,353f67e4-6ffa-4386-854f-de3da3af850a,30
32,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993404603697187,ce38e723-859f-41d4-a5a4-2d157af73574,31
32,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993404601198835,ce38e723-859f-41d4-a5a4-2d157af73574,31
32,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993404600921241,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,31
32,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993404600921241,353f67e4-6ffa-4386-854f-de3da3af850a,31
32,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993404600643646,1a9bdae5-9396-4cf9-a969-61d73ee8616f,31
32,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993404600643646,c37f333d-63e0-417f-b8d5-d251477f7eea,31
32,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993404600366051,a7985c10-d97f-45bb-b3da-11433108ba43,31
32,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993404600366051,ce38e723-859f-41d4-a5a4-2d157af73574,31
32,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993404600088457,ce38e723-859f-41d4-a5a4-2d157af73574,31
32,10,8f08b695-9997-4538-813f-038f3c5e60dc,1.0,ce38e723-859f-41d4-a5a4-2d157af73574,31
33,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993390658465982,ce38e723-859f-41d4-a5a4-2d157af73574,32
33,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993390655967633,ce38e723-859f-41d4-a5a4-2d157af73574,32
33,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993390655967633,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,32
33,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.999339065569004,353f67e4-6ffa-4386-854f-de3da3af850a,32
33,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993390655412445,1a9bdae5-9396-4cf9-a969-61d73ee8616f,32
33,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993390655412445,c37f333d-63e0-417f-b8d5-d251477f7eea,32
33,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993390655134851,a7985c10-d97f-45bb-b3da-11433108ba43,32
33,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993390655134851,ce38e723-859f-41d4-a5a4-2d157af73574,32
33,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993390654857257,ce38e723-859f-41d4-a5a4-2d157af73574,32
33,10,2648e4b4-a178-47bb-9ece-a7f03c465d8b,1.0,d3842fd5-d769-45ff-8c38-23e321158efd,32
34,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993396462406886,ce38e723-859f-41d4-a5a4-2d157af73574,33
34,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993396460186131,ce38e723-859f-41d4-a5a4-2d157af73574,33
34,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993396459908537,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,33
34,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993396459630942,353f67e4-6ffa-4386-854f-de3da3af850a,33
34,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993396459630942,1a9bdae5-9396-4cf9-a969-61d73ee8616f,33
34,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993396459353348,c37f333d-63e0-417f-b8d5-d251477f7eea,33
34,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993396459075754,a7985c10-d97f-45bb-b3da-11433108ba43,33
34,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993396458798159,ce38e723-859f-41d4-a5a4-2d157af73574,33
34,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993396458798159,ce38e723-859f-41d4-a5a4-2d157af73574,33
34,10,856dd237-f31c-4e52-a911-f7587e49947b,1.0,64250c6a-f095-4480-9824-5d527e5493f9,33
35,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993417217880108,ce38e723-859f-41d4-a5a4-2d157af73574,34
35,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993417215659349,ce38e723-859f-41d4-a5a4-2d157af73574,34
35,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993417215381755,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,34
35,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993417215381755,353f67e4-6ffa-4386-854f-de3da3af850a,34
35,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.999341721510416,1a9bdae5-9396-4cf9-a969-61d73ee8616f,34
35,10,4f01f428-cb50-481c-b802-1583664bbea5,0.999341721510416,c37f333d-63e0-417f-b8d5-d251477f7eea,34
35,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993417214826564,a7985c10-d97f-45bb-b3da-11433108ba43,34
35,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993417214826564,ce38e723-859f-41d4-a5a4-2d157af73574,34
35,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.999341721454897,ce38e723-859f-41d4-a5a4-2d157af73574,34
35,10,aaeddeed-483a-41f4-a35a-ffb18c091e66,1.0,e82bb176-3952-4d33-a033-b095d28e0ff5,34
36,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993389441493149,ce38e723-859f-41d4-a5a4-2d157af73574,35
36,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993389439272395,ce38e723-859f-41d4-a5a4-2d157af73574,35
36,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993389438994801,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,35
36,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993389438717207,353f67e4-6ffa-4386-854f-de3da3af850a,35
36,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993389438717207,1a9bdae5-9396-4cf9-a969-61d73ee8616f,35
36,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993389438439613,c37f333d-63e0-417f-b8d5-d251477f7eea,35
36,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993389438439613,a7985c10-d97f-45bb-b3da-11433108ba43,35
36,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993389438162019,ce38e723-859f-41d4-a5a4-2d157af73574,35
36,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993389438162019,ce38e723-859f-41d4-a5a4-2d157af73574,35
36,10,44974501-1833-44aa-bfb0-aa03c5772193,1.0,66a3bdba-17de-4fbf-bd70-3bc38bd7fb53,35
37,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993403575486943,ce38e723-859f-41d4-a5a4-2d157af73574,36
37,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993403572988593,ce38e723-859f-41d4-a5a4-2d157af73574,36
37,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993403572710998,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,36
37,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993403572710998,353f67e4-6ffa-4386-854f-de3da3af850a,36
37,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993403572433404,1a9bdae5-9396-4cf9-a969-61d73ee8616f,36
37,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993403572433404,c37f333d-63e0-417f-b8d5-d251477f7eea,36
37,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993403572155809,a7985c10-d97f-45bb-b3da-11433108ba43,36
37,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993403572155809,ce38e723-859f-41d4-a5a4-2d157af73574,36
37,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993403571878214,ce38e723-859f-41d4-a5a4-2d157af73574,36
37,10,dbfc564f-b30d-462c-a6ad-4cb6b833ac1d,1.0,f742f72e-6a6e-4976-b851-1823b1619489,36
38,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993403555500137,ce38e723-859f-41d4-a5a4-2d157af73574,37
38,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993403553001786,ce38e723-859f-41d4-a5a4-2d157af73574,37
38,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993403553001786,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,37
38,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993403552724192,353f67e4-6ffa-4386-854f-de3da3af850a,37
38,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993403552724192,1a9bdae5-9396-4cf9-a969-61d73ee8616f,37
38,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993403552446597,c37f333d-63e0-417f-b8d5-d251477f7eea,37
38,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993403552169002,a7985c10-d97f-45bb-b3da-11433108ba43,37
38,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993403552169002,ce38e723-859f-41d4-a5a4-2d157af73574,37
38,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993403551891408,ce38e723-859f-41d4-a5a4-2d157af73574,37
38,10,4e55baf2-81ee-4989-9710-852e59c9dd82,1.0,b81d934f-ab9c-42b4-ac22-ed17aed4494c,37
39,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.9993393499642869,ce38e723-859f-41d4-a5a4-2d157af73574,38
39,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993393497144519,ce38e723-859f-41d4-a5a4-2d157af73574,38
39,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993393496866926,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,38
39,10,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.9993393496866926,353f67e4-6ffa-4386-854f-de3da3af850a,38
39,10,e35a01bd-c1f8-48c4-9269-c777e93a1227,0.9993393496589331,1a9bdae5-9396-4cf9-a969-61d73ee8616f,38
39,10,4f01f428-cb50-481c-b802-1583664bbea5,0.9993393496589331,c37f333d-63e0-417f-b8d5-d251477f7eea,38
39,10,34187a01-c51d-4bc8-bd9c-90915717980a,0.9993393496311737,a7985c10-d97f-45bb-b3da-11433108ba43,38
39,10,8b691aef-fa36-40e4-87cb-642a1649883a,0.9993393496034143,ce38e723-859f-41d4-a5a4-2d157af73574,38
39,10,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.9993393496034143,ce38e723-859f-41d4-a5a4-2d157af73574,38
39,10,2ace4eed-35b3-4282-82ae-7a6894bacce7,1.0,91d353cf-b506-46ec-b2c7-eeb3ab564ad9,38
40,10,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.999314979178412,ce38e723-859f-41d4-a5a4-2d157af73574,39
40,10,85e15072-7f49-471c-823d-fe75fb12ef6c,0.9993149789285832,ce38e723-859f-41d4-a5a4-2d157af73574,39
40,10,afbac3cb-a246-4194-81ff-1dced270d53b,0.9993149789285832,c46fd36b-5cbf-4d29-9c14-d12a5c67afe1,39
